"OTU","Sample","Abundance","Kingdom","Phylum"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0006",0,"haea","yarchaeota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0005",0,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0017",0,"teria","pilobacterota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0004",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0003",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0029",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0009",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0025",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0006",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0005",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0002",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0023",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0022",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0018",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0026",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0014",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0030",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0016",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0028",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0017",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0019",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0015",0,"teria","simicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0020",0,"teria","simicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0008",0,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0023",0,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0022",0,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0027",0,"teria","rucomicrobiota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0029",0,"haea","rmoplasmatota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0003",0,"haea","rmoplasmatota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0001",0,"haea","rmoplasmatota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0027",0,"haea","rmoplasmatota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0004",0,"haea","rmoplasmatota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0023",0,"haea","rmoplasmatota"
